qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,positive_pct,qframe,sframe
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,WP_374613945.1,100,97,0,0,1,291,220,316,8.49e-52,177,100,1,0
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,WP_305701778.1,92.784,97,7,0,1,291,155,251,3.13e-47,164,96.91,1,0
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,MHO1873830.1,91.753,97,8,0,1,291,72,168,4.09e-47,161,94.85,1,0
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,WP_455694725.1,83.505,97,16,0,1,291,236,332,1e-41,152,94.85,1,0
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,HCE24340.1,84.536,97,15,0,1,291,223,319,6.73e-42,150,91.75,1,0
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,WP_298602577.1,97.938,97,2,0,1,291,194,290,7.22e-63,204,100,1,0
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,WP_324336981.1,98.958,96,1,0,4,291,285,380,1.33e-61,203,100,1,0
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,MBK8629099.1,94.792,96,5,0,4,291,285,380,1.81e-59,197,97.92,1,0
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,HMT44518.1,89.583,96,10,0,4,291,285,380,3.98e-56,189,97.92,1,0
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,WP_169945274.1,89.583,96,10,0,4,291,293,388,4.1e-53,181,94.79,1,0
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,WP_324336981.1,97.5,80,2,0,1,240,338,417,2.8e-49,171,100,1,0
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,WP_298602577.1,96.25,80,3,0,1,240,248,327,3.77e-49,168,98.75,1,0
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,MBK8629099.1,92.5,80,6,0,1,240,338,417,4.1e-46,162,96.25,1,0
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,HMT44518.1,85,80,12,0,1,240,338,417,4.83e-44,157,95,1,0
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,WP_169945274.1,86.25,80,11,0,1,240,346,425,5.51e-42,152,93.75,1,0
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,WP_271067205.1,92.784,97,7,0,1,291,169,265,1.36e-56,190,96.91,1,0
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,RYF95249.1,89.691,97,10,0,1,291,28,124,4.89e-55,182,95.88,1,0
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,MDQ0464898.1,82.474,97,17,0,1,291,173,269,1.17e-47,167,89.69,1,0
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,HYE46942.1,80.412,97,19,0,1,291,169,265,3.95e-46,163,85.57,1,0
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,WP_099620219.1,79.381,97,20,0,1,291,169,265,1.01e-45,162,88.66,1,0
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,WP_374467089.1,100,92,0,0,1,276,120,211,1.02e-55,187,100,1,0
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,WP_409764571.1,86.957,92,12,0,1,276,120,211,2.68e-48,168,93.48,1,0
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,WP_324221647.1,76.667,90,21,0,1,270,120,209,1.87e-38,142,84.44,1,0
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,WP_341909303.1,71.739,92,26,0,1,276,120,211,5.56e-34,130,78.26,1,0
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,WP_297683736.1,70.652,92,27,0,1,276,120,211,5.62e-34,130,78.26,1,0
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,WP_374467089.1,92.537,67,5,0,1,201,340,406,5.14e-33,127,94.03,1,0
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,WP_409764571.1,85.075,67,10,0,1,201,340,406,1.49e-30,120,91.04,1,0
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,WP_297683736.1,87.302,63,8,0,1,189,340,402,6.03e-28,114,93.65,1,0
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,WP_341909303.1,84.127,63,10,0,1,189,340,402,7.59e-27,111,93.65,1,0
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,WP_324221647.1,76.667,60,14,0,10,189,342,401,2.32e-23,102,88.33,1,0
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,MBX7054029.1,75.269,93,23,0,1,279,281,373,9.33e-42,152,89.25,1,0
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,MEP6944560.1,76.923,91,21,0,1,273,285,375,1.09e-41,152,87.91,1,0
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,MBK6723952.1,74.725,91,23,0,1,273,285,375,4.2e-41,150,89.01,1,0
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,MEQ1641944.1,62.617,107,24,1,1,273,285,391,1.36e-35,136,74.77,1,0
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,MBP9110652.1,75,80,20,0,34,273,1,80,4.22e-38,135,88.75,1,0
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,WP_115547792.1,98.969,97,1,0,1,291,240,336,2.54e-59,197,98.97,1,0
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,MDL2352242.1,88.66,97,11,0,1,291,239,335,1.26e-54,184,94.85,1,0
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,MHK8446865.1,89.691,97,10,0,1,291,239,335,1.54e-54,184,95.88,1,0
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,MHS5161883.1,89.691,97,10,0,1,291,235,331,2.97e-54,184,95.88,1,0
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,MHS2659944.1,89.691,97,10,0,1,291,239,335,3.52e-54,184,95.88,1,0
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,WP_298602577.1,98.765,81,1,0,1,243,94,174,1.79e-50,172,100,1,0
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,HMT44518.1,95.062,81,4,0,1,243,184,264,1.76e-47,167,97.53,1,0
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,WP_324336981.1,96.296,81,3,0,1,243,184,264,3.15e-47,166,97.53,1,0
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,WP_374527600.1,91.358,81,7,0,1,243,187,267,2.74e-46,164,97.53,1,0
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,MBK8629099.1,91.358,81,7,0,1,243,184,264,6.66e-46,162,96.3,1,0
