qseqid,qlen,hit_num,accession,title,sciname,taxid,pident,align_len,evalue,bitscore
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,237,5,MFM6852787,cytochrome P450 [Sphingopyxis sp.],Sphingopyxis sp.,1908224,76.62,77,4.86E-34,129.798
A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,237,4,MGH8335705,cytochrome P450 [Gammaproteobacteria bacterium],Gammaproteobacteria bacterium,1913989,80.26,76,3.99E-34,129.413
A00405_539_HLLNCDSX3_4_2236_24614_29841_1_293_+_04ca48409a1ee33b09ee3f0431a9bece,291,1,MBP6380673,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,98.97,97,3.07E-60,197.208
A00405_539_HLLNCDSX3_4_2236_24614_29841_1_293_+_04ca48409a1ee33b09ee3f0431a9bece,291,2,HMU21302,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,97.94,97,8.33E-60,196.052
A00405_539_HLLNCDSX3_4_2236_24614_29841_1_293_+_04ca48409a1ee33b09ee3f0431a9bece,291,3,WP_374612263,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,97.94,97,5.55E-58,194.126
A00405_539_HLLNCDSX3_4_2236_24614_29841_1_293_+_04ca48409a1ee33b09ee3f0431a9bece,291,4,MEQ1539699,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,90.72,97,2.84E-53,182.185
A00405_539_HLLNCDSX3_4_2236_24614_29841_1_293_+_04ca48409a1ee33b09ee3f0431a9bece,291,5,MIH7390121,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,84.38,96,7.93E-49,170.629
A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,276,2,WP_298603505,cytochrome P450 [uncultured Sphingorhabdus sp.],uncultured Sphingorhabdus sp.,1686106,100,92,1.75E-60,201.06
A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,276,1,MEW6575432,cytochrome P450 [Pseudomonadota bacterium],Pseudomonadota bacterium,1977087,96.74,92,1.83E-61,195.282
A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,276,3,MEY4869710,hypothetical protein [Pseudomonadota bacterium],Pseudomonadota bacterium,1977087,92.39,92,7.68E-59,186.808
A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,276,5,MGL5837057,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,89.13,92,5.37E-54,184.496
A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,276,4,MEQ1540552,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,86.96,92,1.04E-55,181.415
A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,291,1,WP_298602577,"cytochrome P450, partial [uncultured Sphingorhabdus sp.]",uncultured Sphingorhabdus sp.,1686106,97.94,97,2.20E-60,197.978
A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,291,2,WP_324336981,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,93.81,97,1.83E-57,192.971
A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,291,3,MBK8629099,cytochrome P450 [Sphingomonadales bacterium],Sphingomonadales bacterium,1978525,84.54,97,3.32E-50,174.096
A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,291,4,HMT44518,cytochrome P450 [Chakrabartia sp.],Chakrabartia sp.,2676860,78.35,97,5.15E-46,163.31
A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,291,5,WP_169945274,cytochrome P450 [Sphingomonas lacunae],Sphingomonas lacunae,2698828,69.07,97,3.23E-37,140.584
A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,291,1,CCO96852,"cytochrome P450 CYP153 alkane hydroxylase, partial [uncultured bacterium]",uncultured bacterium,77133,98.97,97,6.12E-51,170.629
A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,291,3,WP_293365598,cytochrome P450 [Phenylobacterium sp.],Phenylobacterium sp.,1871053,93.81,97,5.36E-45,160.614
A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,291,2,WP_304807592,"cytochrome P450, partial [Phenylobacterium sp.]",Phenylobacterium sp.,1871053,91.75,97,5.11E-46,157.532
A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,291,5,WP_254834104,cytochrome P450 [Phenylobacterium sp. LH3H17],Phenylobacterium sp. LH3H17,2903901,86.6,97,1.44E-42,154.066
A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,291,8,WP_421936088,cytochrome P450 [Phenylobacterium sp.],Phenylobacterium sp.,1871053,87.63,97,4.02E-42,152.91
A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,291,6,WP_374614872,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,89.16,83,3.41E-48,169.088
A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,291,2,MID1952695,cytochrome P450 [Sphingomonadales bacterium],Sphingomonadales bacterium,1978525,91.57,83,2.32E-49,167.933
A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,291,8,MEN9393092,hypothetical protein [Pseudomonadota bacterium],Pseudomonadota bacterium,1977087,91.57,83,5.57E-48,165.622
A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,291,1,MBK7161286,cytochrome P450 [Sphingomonadales bacterium],Sphingomonadales bacterium,1978525,93.98,83,8.51E-51,165.236
A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,291,5,MFN5632878,cytochrome P450 [Sphingomonadales bacterium],Sphingomonadales bacterium,1978525,91.57,83,3.37E-48,164.851
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,291,1,WP_374613945,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,100,97,8.49E-52,177.948
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,291,2,WP_305701778,cytochrome P450 [Novosphingobium sp.],Novosphingobium sp.,1874826,92.78,97,3.13E-47,164.466
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,291,3,MHO1873830,cytochrome P450 [Pseudomonadota bacterium],Pseudomonadota bacterium,1977087,91.75,97,4.09E-47,161.77
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,291,7,WP_455694725,cytochrome P450 [Tsuneonella sp. HG249],Tsuneonella sp. HG249,3473457,83.51,97,1.00E-41,152.14
A00405_539_HLLNCDSX3_4_2428_25979_27508_1_293_+_ea053f94656145d4f38e54ebc41708ef,291,5,HCE24340,cytochrome P450 [Hyphomonas sp.],Hyphomonas sp.,87,84.54,97,6.73E-42,150.984
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,291,1,WP_298602577,"cytochrome P450, partial [uncultured Sphingorhabdus sp.]",uncultured Sphingorhabdus sp.,1686106,97.94,97,7.22E-63,204.142
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,291,2,WP_324336981,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,98.96,96,1.33E-61,203.756
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,291,3,MBK8629099,cytochrome P450 [Sphingomonadales bacterium],Sphingomonadales bacterium,1978525,94.79,96,1.81E-59,197.978
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,291,4,HMT44518,cytochrome P450 [Chakrabartia sp.],Chakrabartia sp.,2676860,89.58,96,3.98E-56,189.504
A00405_539_HLLNCDSX3_4_2428_6090_14794_1_294_-_80eeeb5dde92ef47ef076603c990b2f7,291,5,WP_169945274,cytochrome P450 [Sphingomonas lacunae],Sphingomonas lacunae,2698828,89.58,96,4.10E-53,181.8
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,240,1,WP_324336981,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,97.5,80,2.80E-49,171.014
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,240,2,WP_298602577,"cytochrome P450, partial [uncultured Sphingorhabdus sp.]",uncultured Sphingorhabdus sp.,1686106,96.25,80,3.77E-49,168.318
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,240,3,MBK8629099,cytochrome P450 [Sphingomonadales bacterium],Sphingomonadales bacterium,1978525,92.5,80,4.10E-46,162.54
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,240,4,HMT44518,cytochrome P450 [Chakrabartia sp.],Chakrabartia sp.,2676860,85,80,4.83E-44,157.147
A00405_539_HLLNCDSX3_4_2432_21287_25300_1_243_+_ba90b251dbb9fd9fef23b6cb965a7026,240,5,WP_169945274,cytochrome P450 [Sphingomonas lacunae],Sphingomonas lacunae,2698828,86.25,80,5.51E-42,152.14
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,291,1,WP_271067205,cytochrome P450 [Caulobacter sp. NIBR1757],Caulobacter sp. NIBR1757,3016000,92.78,97,1.36E-56,190.66
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,291,2,RYF95249,"MAG: cytochrome P450, partial [Caulobacteraceae bacterium]",Caulobacteraceae bacterium,1978230,89.69,97,4.89E-55,182.57
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,291,3,MDQ0464898,cytochrome P450 [Caulobacter ginsengisoli],Caulobacter ginsengisoli,400775,82.47,97,1.17E-47,167.548
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,291,4,HYE46942,cytochrome P450 [Caulobacter sp.],Caulobacter sp.,78,80.41,97,3.95E-46,163.696
A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd,291,5,WP_099620219,cytochrome P450 [Caulobacter mirabilis],Caulobacter mirabilis,69666,79.38,97,1.01E-45,162.54
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,276,1,WP_374467089,cytochrome P450 [Ferrovibrio sp.],Ferrovibrio sp.,1917215,100,92,1.02E-55,187.578
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,276,2,WP_409764571,cytochrome P450 [Ferrovibrio sp.],Ferrovibrio sp.,1917215,86.96,92,2.68E-48,168.318
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,276,3,WP_324221647,cytochrome P450 [Ferrovibrio sp.],Ferrovibrio sp.,1917215,76.67,90,1.87E-38,142.895
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,276,4,WP_341909303,cytochrome P450 [Ferrovibrio terrae],Ferrovibrio terrae,2594003,71.74,92,5.56E-34,130.954
A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,276,5,WP_297683736,cytochrome P450 [Ferrovibrio sp.],Ferrovibrio sp.,1917215,70.65,92,5.62E-34,130.954
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,216,1,WP_374467089,cytochrome P450 [Ferrovibrio sp.],Ferrovibrio sp.,1917215,92.54,67,5.14E-33,127.487
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,216,2,WP_409764571,cytochrome P450 [Ferrovibrio sp.],Ferrovibrio sp.,1917215,85.07,67,1.49E-30,120.939
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,216,3,WP_297683736,cytochrome P450 [Ferrovibrio sp.],Ferrovibrio sp.,1917215,87.3,63,6.03E-28,114.005
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,216,4,WP_341909303,cytochrome P450 [Ferrovibrio terrae],Ferrovibrio terrae,2594003,84.13,63,7.59E-27,111.309
A00405_539_HLLNCDSX3_4_2551_12111_17769_1_219_+_098c6c33e8818da39a9487e619435839,216,5,WP_324221647,cytochrome P450 [Ferrovibrio sp.],Ferrovibrio sp.,1917215,76.67,60,2.32E-23,102.064
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,291,1,MBX7054029,cytochrome P450 [Pyrinomonadaceae bacterium],Pyrinomonadaceae bacterium,2283092,75.27,93,9.33E-42,152.525
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,291,2,MEP6944560,cytochrome P450 [Acidobacteriota bacterium],Acidobacteriota bacterium,1978231,76.92,91,1.09E-41,152.525
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,291,3,MBK6723952,cytochrome P450 [Acidobacteriota bacterium],Acidobacteriota bacterium,1978231,74.73,91,4.20E-41,150.984
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,291,5,MEQ1641944,cytochrome P450 [Pyrinomonadaceae bacterium],Pyrinomonadaceae bacterium,2283092,62.62,107,1.36E-35,136.732
A00405_539_HLLNCDSX3_4_2562_31548_9627_1_293_+_204cc0636a899ba3f5ce647fe945e729,291,4,MBP9110652,cytochrome P450 [Pyrinomonadaceae bacterium],Pyrinomonadaceae bacterium,2283092,75,80,4.22E-38,135.576
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,291,1,WP_115547792,cytochrome P450 [Sphingorhabdus pulchriflava],Sphingorhabdus pulchriflava,2292257,98.97,97,2.54E-59,197.208
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,291,3,MDL2352242,cytochrome P450 [Pseudomonadota bacterium],Pseudomonadota bacterium,1977087,88.66,97,1.26E-54,184.882
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,291,4,MHK8446865,cytochrome P450 [Pseudomonadota bacterium],Pseudomonadota bacterium,1977087,89.69,97,1.54E-54,184.882
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,291,5,MHS5161883,cytochrome P450 [Novosphingobium sp.],Novosphingobium sp.,1874826,89.69,97,2.97E-54,184.111
A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,291,6,MHS2659944,cytochrome P450 [Novosphingobium sp.],Novosphingobium sp.,1874826,89.69,97,3.52E-54,184.111
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,288,1,WP_298602577,"cytochrome P450, partial [uncultured Sphingorhabdus sp.]",uncultured Sphingorhabdus sp.,1686106,98.77,81,1.79E-50,172.555
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,288,2,HMT44518,cytochrome P450 [Chakrabartia sp.],Chakrabartia sp.,2676860,95.06,81,1.76E-47,167.162
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,288,3,WP_324336981,cytochrome P450 [Sphingorhabdus sp.],Sphingorhabdus sp.,1902408,96.3,81,3.15E-47,166.392
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,288,4,WP_374527600,cytochrome P450 [Novosphingobium sp.],Novosphingobium sp.,1874826,91.36,81,2.74E-46,164.081
A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,288,5,MBK8629099,cytochrome P450 [Sphingomonadales bacterium],Sphingomonadales bacterium,1978525,91.36,81,6.66E-46,162.925
